deck_row_id,deck_id,oracle_semantic_identity,terminal_classification_identity,classification_status,terminal_requirement_ids
elven_empire:line-27,Elven Empire,6895d7a2-264b-4731-9294-c02e1e220384,298cce18f1d8e9debd11c7f8a1dbb1eaf4283c9b8757825672c1dc4ebe58b81e,REVIEWED_CORRECTED,"[""cap.draw"",""cap.tribal"",""cap.trigger"",""cap.death_trigger""]"
elven_empire:line-28,Elven Empire,4dcfd397-9d29-420c-8fd8-c7c2a99de122,35f9d50ae5a996e401b35daaa61b353883406395e454955660205efec77bb6b1,REVIEWED_CORRECTED,"[""cap.target"",""cap.destroy""]"
elven_empire:line-29,Elven Empire,7f4aa98d-3572-4637-9b0d-3c12f63a96ec,3519b9937ebe63b0d4498c08aef274dc3ab2561d1003ed4e810c2e19adf6a04d,REVIEWED_CORRECTED,"[""cap.target"",""cap.tribal"",""cap.trigger"",""cap.choice_number_x""]"
elven_empire:line-30,Elven Empire,d0e810bb-5f38-4045-a718-30d423c05659,866e1c678810052a268cb00ce2e500195f3624d362af77ae0ebe2c1c0e5c2ba5,REVIEWED_CORRECTED,"[""cap.life"",""cap.destroy"",""cap.trigger"",""cap.deathtouch"",""cap.death_trigger""]"
elven_empire:line-31,Elven Empire,032ec6e2-6cc3-4a97-9cc7-3233f5e11904,83f1856fb88a5f0fdda33c0c272956aa7ee171f5aa0507a8441939de3ba832cd,REVIEWED_CORRECTED,"[""cap.target"",""cap.destroy"",""cap.trigger""]"
elven_empire:line-32,Elven Empire,7613c50b-4568-4340-b64a-ab427aaffd51,ef919fbea44e0beac6844340ac2819fdc84ec85c666d3e778eb7eb6a090a09c6,REVIEWED_CORRECTED,"[""cap.life"",""cap.tribal"",""cap.trigger"",""cap.attack_trigger""]"
elven_empire:line-33,Elven Empire,61f68cf6-e083-4264-89b4-cc17749b2a8b,b1be2db671c6e1816293483d45a5db2df0e5eb0aa7da939b4839c402866a3476,REVIEWED_CONFIRMED,"[""cap.each_player"",""cap.upkeep_trigger"",""cap.type_filtered_sacrifice""]"
elven_empire:line-34,Elven Empire,39c7d2cc-4fd1-4f1a-be1a-a6ae56d2356d,0640ab4bc64ee69aedc719556968ee82d34334c4d2182102d869e774d6ed7f77,REVIEWED_CORRECTED,"[""cap.life"",""cap.target"",""cap.tribal"",""cap.trigger""]"
elven_empire:line-35,Elven Empire,496ecb73-f508-4ac7-b101-23e03404580f,f74288b6d12b09b8902398eb30e4e3820d200076519502375a495b1faff1b5a3,REVIEWED_CORRECTED,"[""cap.life"",""cap.tribal"",""cap.trigger"",""cap.life_drain"",""cap.mode_choice"",""cap.choice_number_x""]"
elven_empire:line-36,Elven Empire,788a4896-3414-40bf-b391-d2efea2fb5f9,8d5796c13aec958a19a72c4d1c76ff0c5202f4da2c622b23b000dceae03d95d0,REVIEWED_CORRECTED,"[""cap.shuffle"",""cap.trigger"",""cap.search_library""]"
elven_empire:line-37,Elven Empire,ba310102-8272-4d64-a00b-9e7346cb5f46,9dc18b340cc05c7af4ce5f61a9f85fcee350bff3df3085c153cafc844c0250a2,REVIEWED_CORRECTED,"[""cap.damage"",""cap.reveal"",""cap.tribal"",""cap.trigger"",""cap.bottom_order"",""cap.combat_damage_trigger""]"
elven_empire:line-38,Elven Empire,50cee3ac-cba0-4abb-babf-de1928b1590e,3b193ae9142e4171028ba8acf83fb405e7fe4e2e9fd4a394d86458bcc15c1bb9,REVIEWED_CORRECTED,"[""cap.target"",""cap.tribal""]"
elven_empire:line-39,Elven Empire,66093486-c9c3-42c5-97d1-ec0fe54f65b0,c7441e926a2bb2812e85406cd60597d3faf8be711fcce5c6838b6d3b3ee195b0,REVIEWED_CORRECTED,"[""cap.draw"",""cap.trigger"",""cap.end_step_trigger""]"
elven_empire:line-40,Elven Empire,9b40faad-1b96-4461-89d8-9a207b58e832,ead1b36c4c8d140e303a0047b9f97df604f158563752304168d27e24215b7800,REVIEWED_CORRECTED,"[""cap.draw"",""cap.trigger""]"
elven_empire:line-41,Elven Empire,12da8ba3-ca60-44c8-8627-1b4af2a2c4a3,c4192d4ebc887469d0dd1d1cb0771d7a614f64f157219efb995c1c3220b6c0ca,REVIEWED_CORRECTED,"[""cap.damage"",""cap.tribal"",""cap.token_creation"",""cap.mass_token_creation"",""cap.combat_damage_trigger""]"
elven_empire:line-42,Elven Empire,8badfd34-9b63-4ada-8012-b8cddaf5b492,71cf5e29ce31320978a14765729d38ccc4f16e7dd8015175d683cdb3181531c5,REVIEWED_CORRECTED,"[""cap.tribal"",""cap.mana_ability"",""cap.choice_number_x""]"
elven_empire:line-43,Elven Empire,09070db6-01f6-4a8a-b167-a7825e6959f4,1c940fd0a92336ea7de79fa76bfbefdcabc73fb0ae2a73314cab67bdd36f43f5,REVIEWED_CORRECTED,"[""cap.life"",""cap.tribal"",""cap.trigger"",""cap.token_creation"",""cap.upkeep_trigger"",""cap.mass_token_creation""]"
elven_empire:line-44,Elven Empire,8973bd99-20f8-4867-90ef-50392147ee1b,9068d8db737bb020978262f9c14eeaf183d53f18b5c0dc0708c068cf003d59b3,REVIEWED_CORRECTED,"[""cap.shuffle"",""cap.trigger"",""cap.search_library""]"
elven_empire:line-45,Elven Empire,a2373025-20c1-4416-91f7-e51f68dbd146,7d76451590ae1c6227d29bfd57efc0128e543104d4c4afdecb28d3d5795723a4,REVIEWED_CORRECTED,"[""cap.tribal"",""cap.token_creation"",""cap.mass_token_creation""]"
elven_empire:line-46,Elven Empire,58020778-554c-4af6-8484-0b90f64bc5d9,2c7b657abd7a5ed668d233fee493a7b557e90b34d3fe26c7ab23215d64a342f0,REVIEWED_CONFIRMED,"[""cap.scry"",""cap.foretell"",""cap.target_destroy"",""cap.private_face_down_exile""]"
elven_empire:line-47,Elven Empire,9b271430-f53d-42d6-a547-2f286dd9bcb6,798ff7e1a7fd1751b110ff0e4000fba0f3460498918d76cfef5d91599f69e68c,REVIEWED_CORRECTED,"[""cap.target"",""cap.destroy""]"
elven_empire:line-48,Elven Empire,692260bb-e01c-4550-832a-9611856a6ff0,fb19be7439bc5d1b2cb43b71544b801c6df45884ed6ac331b87c545a6daa4b8e,REVIEWED_CONFIRMED,"[""cap.foretell"",""cap.mass_sacrifice"",""cap.private_face_down_exile""]"
elven_empire:line-49,Elven Empire,84de4fec-2f38-4293-93d3-b3882c5aac14,ce7e410eb422a8f63951d002c8a0f0ae191baf4b3b86c2fd64a070e99ce2d96d,REVIEWED_CORRECTED,"[""cap.draw"",""cap.life""]"
elven_empire:line-50,Elven Empire,e4bfe005-7c4e-4178-ae41-a28eb2352ad1,26149cfc2cf623874ba97222dd25634180275305332c0fea93f029bfc97ab8e4,REVIEWED_CORRECTED,"[""cap.reveal"",""cap.tribal"",""cap.bottom_order""]"
elven_empire:line-51,Elven Empire,5c6c8fe7-3520-423b-a224-1c0af516871a,d593e281696d1b22fb70479ea2cca5a89fdd2848584fb09c6e91f3c898cb8496,REVIEWED_CORRECTED,"[""cap.target"",""cap.destroy"",""cap.mode_choice""]"
elven_empire:line-52,Elven Empire,3b90dd70-798e-4dc4-99e7-b36d6823af2b,d09b6130b80a7f36f459a814f96de15f8f3e4ee20de0bf3653533a0d04bb9173,REVIEWED_CORRECTED,"[""cap.tribal""]"
elven_empire:line-53,Elven Empire,7df3e379-c217-416e-a1c8-46338608c49e,7b357f8584f2ee81d91f0ffdd290fa685e9d2bd921aafa4f917f2367c1af757b,REVIEWED_CORRECTED,"[""cap.tribal"",""cap.token_creation"",""cap.mass_token_creation""]"
elven_empire:line-54,Elven Empire,ec6d52f9-1c8f-48da-951c-be8d7813c7be,4af4595d72f8a3dad287070d31b45dbf88ab21f64ad00893e396b3c2911afbb0,REVIEWED_CONFIRMED,"[""cap.shuffle"",""cap.count_tapped"",""cap.search_library""]"
elven_empire:line-55,Elven Empire,f275039e-3dba-49b0-92aa-92721b1c7f95,31f7ad0458c53448aecf0b190865c93d4ddc6429af21c17636e9427719069323,REVIEWED_CORRECTED,"[""cap.draw"",""cap.life"",""cap.target"",""cap.tribal"",""cap.choice_number_x"",""cap.choose_creature_type""]"
elven_empire:line-56,Elven Empire,b0bd6135-4257-4f71-bdfe-71fb3f7a36a5,bbff60598c2a4659ab21a972c62f39a1642e70ab1acbd4669635cce4807ea633,REVIEWED_CONFIRMED,"[""cap.tribal"",""cap.foretell"",""cap.reanimation"",""cap.private_face_down_exile""]"
elven_empire:line-57,Elven Empire,8f6af612-a4a1-4165-ae4d-ff6353cbaf8d,4ae08a06c9a2a8845285d2d232f5eff3ea4a99aa747945e68447525be9d1ec48,REVIEWED_CORRECTED,"[""cap.draw"",""cap.mill"",""cap.tribal"",""cap.graveyard"",""cap.graveyard_return""]"
elven_empire:line-58,Elven Empire,0bc7f093-bef0-4f1a-852c-4b75ebf54838,09209dc1329df1b377fe35d8499b93f7427a55327be4cbe9091916cb676b97e7,REVIEWED_CONFIRMED,"[""cap.activation_cost"",""cap.mana_production"",""cap.artifact_permanent""]"
elven_empire:line-59,Elven Empire,5d451958-25f3-4e70-8be2-c832f60f39e9,fcf7055076cdb15117ba673ca580c9043e681afe1b6ff2c2d6d29a3bad32c9fb,REVIEWED_CORRECTED,"[""cap.tribal"",""cap.cast_from_exile"",""cap.graveyard_exile_link""]"
elven_empire:line-60,Elven Empire,6ad8011d-3471-4369-9d68-b264cc027487,0edfee8a26567805c343d1bda8704c50b666f997b3413b1acb30bd250fda4949,REVIEWED_CONFIRMED,"[""cap.activation_cost"",""cap.mana_production"",""cap.artifact_permanent""]"
elven_empire:line-61,Elven Empire,4050e5b3-07c2-461c-9852-a2c081c0198d,1a11933cc684b8a92789fb1d993bd94dfd54bf065d4e4d8a9af74b71a5d3331d,REVIEWED_CONFIRMED,"[""cap.saga"",""cap.chapter_timing"",""cap.search_library"",""cap.target_destroy""]"
elven_empire:line-62,Elven Empire,db961314-fe78-4362-902f-aa0dbf6c487d,7f3e20a3aff7f13219f0ef652234215cae95fb728807d0d73fcb004f39f5d96a,REVIEWED_CORRECTED,"[""cap.aura"",""cap.tribal"",""cap.graveyard"",""cap.graveyard_return""]"
elven_empire:line-63,Elven Empire,4741d842-12e6-4a8c-96b1-9e68c7074874,d44cf3bbbe8035557e2cf9d62c92b579a8cebbfb79400e607dd63e053b9cb218,REVIEWED_CORRECTED,"[""cap.life"",""cap.tribal"",""cap.trigger"",""cap.deathtouch"",""cap.life_drain"",""cap.death_trigger""]"
elven_empire:line-64,Elven Empire,83e2b251-bd60-4c5c-b9e2-32c22b28fb8b,da87fb1cc658a3ffafa360340072c7ff3cd584025eacc9aee35c9bc0d39a92af,REVIEWED_CORRECTED,"[""cap.tribal""]"
elven_empire:line-65,Elven Empire,31324235-8a2b-4ce4-b0d4-6d947489b930,cdd3fa4d669413ce441839bc83b3120546795865d2c89ec4c7ad06d990655c63,REVIEWED_CORRECTED,"[""cap.tribal"",""cap.trigger"",""cap.graveyard"",""cap.death_trigger"",""cap.token_creation"",""cap.token_exception"",""cap.mass_token_creation""]"
elven_empire:line-66,Elven Empire,68639a3d-2192-4921-8298-c76bb0cd6b02,3a5b593963047da7672b3b07e8a73a09077922814d862a6cd83b1cfeb8c170fe,REVIEWED_CORRECTED,"[""cap.draw"",""cap.life"",""cap.trigger"",""cap.death_trigger""]"
elven_empire:line-67,Elven Empire,0895c9b7-ae7d-4bb3-af17-3b75deb50a25,feeadba75b0cae107bc0fcde9bb70aa3beb14b669a7d2db7da8a769bb0df9364,REVIEWED_CORRECTED,"[""cap.mana_ability"",""cap.mana_production""]"
elven_empire:line-68,Elven Empire,b34bb2dc-c1af-4d77-b0b3-a0fb342a5fc6,606c8a0bc12c616ed104857e3d3fd304ae6f797e6f5d12eb79f724c46dca5f15,REVIEWED_CONFIRMED,"[""cap.land_zone"",""cap.mana_source"",""cap.ordered_library_card""]"
elven_empire:line-69,Elven Empire,ad6a2776-801f-4743-8268-6d654122171e,9b29ad7fb6af72c35f7851174c8c3dd0dbfa7ecc0c87c70d3b1c0f831f04b0e6,REVIEWED_CORRECTED,"[""cap.mana_ability"",""cap.mana_production""]"
elven_empire:line-70,Elven Empire,fa2da325-6859-45bb-b185-35526b01bcc1,efb31ea8e09ea94e5e7c4f0b753efc85a0f70774377da95a97b8830e6e7feaeb,REVIEWED_CORRECTED,"[""cap.mana_ability"",""cap.mana_production""]"
elven_empire:line-71,Elven Empire,1b301478-b14f-4ef8-94e6-9647d582eabe,516ae4b0f3fafb4bbb5c873a3f05680dfc74c967fe6bef99a44cab3db75236e3,REVIEWED_CORRECTED,"[""cap.trigger"",""cap.mana_ability"",""cap.mana_production""]"
elven_empire:line-72,Elven Empire,6de714e1-446d-4fb9-9e3d-bcd3ec6af9ca,601a3aac04befb2a0e0b913e8605961d69cd5591476b3fee366dbf344bca561f,REVIEWED_CORRECTED,"[""cap.life"",""cap.trigger"",""cap.mana_ability"",""cap.mana_production""]"
elven_empire:line-73,Elven Empire,2549bc57-9ffb-4053-9f10-f2a5f792b845,e0dcab40a8cdbeaa0a802ade184a47d2f026264a6b3eacec1b2dc21f507b210b,REVIEWED_CORRECTED,"[""cap.shuffle"",""cap.mana_ability"",""cap.search_library"",""cap.mana_production""]"
elven_empire:line-74,Elven Empire,b473e293-59e3-4e04-acf2-622604aeb25f,93a1166f14bed33bae8f1b3e53ad5f894241d25edc652b453b32c3dd9ff7f4b8,REVIEWED_CORRECTED,"[""cap.scry"",""cap.tribal"",""cap.trigger"",""cap.bottom_order"",""cap.mana_ability"",""cap.mana_production""]"
elven_empire:line-75,Elven Empire,70965b80-c8ad-4718-ae20-12a4d8228898,aeb10668f46129bcf1b0051db3979e17ede1a6e548bada3636da087a25d9fc28,REVIEWED_CORRECTED,"[""cap.target"",""cap.tribal"",""cap.mana_ability"",""cap.token_creation"",""cap.mana_production"",""cap.mass_token_creation"",""cap.target_pt_modification""]"
elven_empire:line-76,Elven Empire,56719f6a-1a6c-4c0a-8d21-18f7d7350b68,bf962650a28ae38d8ffa02beb1e1fea3f416b8ffe0eb65657eced0650537337b,REVIEWED_CONFIRMED,"[""cap.land_zone"",""cap.mana_source"",""cap.ordered_library_card""]"
grave_danger:line-4,Grave Danger,20e94d0f-6887-45f8-a137-877011d786c6,980a32374039440a431648f81ba54a85a2203c8f2694a1ab9e6db4f86829baaf,REVIEWED_CONFIRMED,"[""cap.mill"",""cap.per_turn_permission"",""cap.graveyard_cast_permission""]"
grave_danger:line-5,Grave Danger,e8fa9455-92ac-46e0-bb34-4175c3c66fee,774fec8913305d4bd180440410bbb1091a7e65a8016d6fe50d6deff5c2ba2db0,REVIEWED_CORRECTED,"[""cap.mill"",""cap.target"",""cap.trigger"",""cap.counters"",""cap.death_trigger""]"
grave_danger:line-6,Grave Danger,1c6a0d19-c7dd-4353-95ad-dfdef2d5d2d9,93d6c892351419872744811e899c28b233f321b1a1771559ddc6301d0ca37e51,REVIEWED_CORRECTED,"[""cap.draw"",""cap.trigger"",""cap.graveyard"",""cap.end_step_trigger""]"
grave_danger:line-7,Grave Danger,75d667ec-86f4-4850-a3b6-e7a9fc7053b0,5e326f0fab38d9df951254999ad3aa71b54631788ae9da24a1485efcad70f432,REVIEWED_CONFIRMED,"[""cap.flashback"",""cap.tapped_tokens"",""cap.mass_token_creation""]"
grave_danger:line-8,Grave Danger,70fa209f-5e79-44de-81ce-1d8d0d8c1006,0bd211e34ac503405ef2fcf7dfc2866b2e65bb7bf15fafa5188e3b57176eccdd,REVIEWED_CORRECTED,"[""cap.exile"",""cap.target"",""cap.tribal"",""cap.graveyard"",""cap.continuous_pt"",""cap.token_creation"",""cap.mass_token_creation""]"
grave_danger:line-9,Grave Danger,f3654fbd-16a5-4953-84ac-534e8421032f,f5483c00668ca2ee720b5f452874465ce9cff88343eca12f0d1b4633787c1984,REVIEWED_CORRECTED,"[""cap.tribal"",""cap.trigger"",""cap.counters""]"
grave_danger:line-10,Grave Danger,e7a7ba65-ad14-41d5-889b-9bbeae9ab3f7,3ecf941eb684f44dd35b502268c6bcc0653343584d6038fd93a73114ec828b93,REVIEWED_CORRECTED,"[""cap.choose_creature_type"",""cap.open_vocabulary_domain"",""cap.selective_temporary_pt_modification""]"
grave_danger:line-11,Grave Danger,4235c99b-50de-4190-8938-3ce5ec5c5248,c3d272272be74f75fe3af49622b9d17506a9a1dd48c64f9c996e377bf81a7418,REVIEWED_CONFIRMED,"[""cap.tap_subset_cost"",""cap.graveyard_target"",""cap.owner_controller_separation"",""cap.reanimation_under_your_control""]"
grave_danger:line-12,Grave Danger,974a46f9-aa84-4b34-bee5-c635166e5841,c184533fc5b4090929be4e72c2784554f53e54b4c713777f56be3420940909c0,REVIEWED_CONFIRMED,"[""cap.kicker"",""cap.scaled_token_creation""]"
grave_danger:line-13,Grave Danger,4f66489c-5a19-40ad-9126-461fa8231f1b,d554c088cab113c2483aa665061bf040b149593ec00437c81682a960265ba975,REVIEWED_CONFIRMED,"[""cap.mill"",""cap.planeswalker"",""cap.loyalty_counters"",""cap.target_pt_modification"",""cap.loyalty_activation_rules"",""cap.turn_scoped_graveyard_cast_permission""]"
grave_danger:line-14,Grave Danger,bd104c7e-311e-4b03-98d3-5f20f3a99d26,1bf33510ea780d502bf7654cfa8fe898f8a41983886671ab2321425e330a225c,REVIEWED_CORRECTED,"[""cap.tribal"",""cap.trigger"",""cap.token_creation"",""cap.mass_token_creation""]"
grave_danger:line-15,Grave Danger,7b600c0e-5ad2-48a2-a147-346ca78c8629,d1b104af18255f6b7a7c7afe70e50a8e0ef0285d77a9f2beada5d7240886e251,REVIEWED_CORRECTED,"[""cap.draw"",""cap.flash"",""cap.trigger"",""cap.choice_number_x""]"
grave_danger:line-16,Grave Danger,e8c7566d-7cc0-48af-a986-83223ec7e06c,34d4f7c3c8bf6349a64ea1c0b0ffb26803ec4459da8e9b3c8c0deaa2a9b848ad,REVIEWED_CORRECTED,"[""cap.draw"",""cap.damage"",""cap.trigger"",""cap.death_trigger"",""cap.token_exception""]"
grave_danger:line-17,Grave Danger,b48a149c-aead-43b2-a99e-c964d6d28aa0,0a7a18b3f1937c9a993fd4f43548fe3dddb81e0dc09687c754d8278862813b5a,REVIEWED_CONFIRMED,"[""cap.self_exile"",""cap.color_set_black"",""cap.mass_destruction"",""cap.subtype_add_zombie"",""cap.post_destruction_choice"",""cap.reanimation_under_your_control""]"
grave_danger:line-18,Grave Danger,a6e720a2-9819-40ec-a811-7812898b531a,37f3e7f1438ea115c3579dc618d9939b29b6afc72b95ac77bf166e1a5f8b1690,REVIEWED_CONFIRMED,"[""cap.token_creation"",""cap.simultaneous_sacrifice"",""cap.sequential_choice_collection"",""cap.multi_actor_staged_resolution""]"
grave_danger:line-19,Grave Danger,28778958-a1f9-4fea-b551-c193d1257f18,e37a12b4d8542b08a3500f6a9494af2211eb8d4ed9f969df9b5ccf093e49cbe9,REVIEWED_CORRECTED,"[""cap.tribal"",""cap.trigger"",""cap.death_trigger"",""cap.token_creation"",""cap.token_exception"",""cap.mass_token_creation""]"
grave_danger:line-20,Grave Danger,c1f085ce-5b52-45b3-aef0-f77f36b3da36,1c77bafb7f7d7dff43bcfbf9de2254fab2d9f29f003636d3dde9e3b37ce89c3d,REVIEWED_CORRECTED,"[""cap.target"",""cap.tribal"",""cap.destroy"",""cap.trigger"",""cap.death_trigger"",""cap.tapped_tokens"",""cap.token_creation"",""cap.token_exception"",""cap.mass_token_creation""]"
grave_danger:line-21,Grave Danger,32972d7a-c7c6-437c-8e7c-6c7d56b130e4,d1bc0272bca51f2b6c377c3f8e3c3049ca8b781aca4f148b4a71b487a47cc880,REVIEWED_CONFIRMED,"[""cap.graveyard"",""cap.alternate_cast_zone"",""cap.additional_sacrifice_cost""]"
grave_danger:line-22,Grave Danger,e6cd9203-e4d3-4d9f-b59f-4e454fc5a477,be3d6b66ce5c8a446acc160c12e78a400cb942b2359c92acbc5dee0b8ff1a0b4,REVIEWED_CONFIRMED,"[""cap.counters"",""cap.graveyard_count"",""cap.replacement_prevention""]"
grave_danger:line-23,Grave Danger,8241277d-654f-4985-9d49-a22c1e59eec2,f3aed8fd971199e56fa6aa7b5709b2d3f555379dd74f6c357d3094a319f1e37a,REVIEWED_CORRECTED,"[""cap.tribal"",""cap.destroy"",""cap.graveyard"",""cap.reanimation"",""cap.mass_destruction""]"
grave_danger:line-24,Grave Danger,67ee7c8b-afcc-4f09-a184-3db01f2ab175,1bac0b2e12b279464e203b46c0f19d1754c5d05053bf1ed625497cdf4a004682,REVIEWED_CONFIRMED,"[""cap.life"",""cap.mill"",""cap.amass"",""cap.damage"",""cap.multi_target""]"
grave_danger:line-25,Grave Danger,1fb02bad-0d1f-437f-a269-f51cc19b280f,aa1aa6f64a3a6a3474af7f1d7ae0a69ab7683305fd962cfd738bbf09ccad7ffe,REVIEWED_CONFIRMED,"[""cap.delayed_trigger"",""cap.turn_scoped_permission"",""cap.graveyard_cast_permission"",""cap.target_card_any_graveyard"",""cap.dynamic_activated_ability_grant""]"
grave_danger:line-26,Grave Danger,6bcfe240-c165-49f2-a90a-be05c05498a1,da62731a3bc9b63e9388bfa7965e18ca0b91a7fb43ab531f94510a1aaff8c873,REVIEWED_CORRECTED,"[""cap.life"",""cap.target"",""cap.counterspell""]"
grave_danger:line-27,Grave Danger,185e34f0-60ae-4b07-94ac-96cef11b1604,0e118d4ab8ed7429c9ff1ee66fc7b3634586ff4c871f19e3710ca1edf493a1b6,REVIEWED_CORRECTED,"[""cap.life"",""cap.trigger""]"
grave_danger:line-28,Grave Danger,922c6e1b-abcf-40e0-847e-9ebb7d0b6fd4,cf328eb4eb5c5bc933bc1370335b1b1513e5a5c975d5704b39c0ce497eadb99d,REVIEWED_CORRECTED,"[""cap.discard_cost"",""cap.color_addition"",""cap.subtype_addition"",""cap.mass_cross_graveyard_reanimation"",""cap.controller_assignment_on_zone_entry""]"
grave_danger:line-29,Grave Danger,d473b507-8c33-4118-bc10-b0a268776074,f71c61eb3532c5cd967f3631cc66d1b8cbb0af0146483b64272f125cd09ce27a,REVIEWED_CORRECTED,"[""cap.reveal"",""cap.mana_ability"",""cap.mana_production""]"
grave_danger:line-30,Grave Danger,cd2c90ac-2b04-461c-92f3-939871b6b6a3,9a03518aa491eeee46729864e0b6c1c335a081b6abc556d15f22233ed54a920a,REVIEWED_CORRECTED,"[""cap.mana_ability"",""cap.mana_production""]"
grave_danger:line-31,Grave Danger,33b9b3bd-33ca-46f3-b8bb-a978bc3d1085,b2a369e2689279f5eec22b34d9abe4742fe01ac9cfd3c07b962225a6085e9a8a,REVIEWED_CORRECTED,"[""cap.scry"",""cap.trigger"",""cap.bottom_order"",""cap.mana_ability"",""cap.mana_production""]"
grave_danger:line-32,Grave Danger,579cbd92-797f-4cdf-91ed-fca7a523eae5,53ef1e829069f789a36d20388319044c739cf001676e4405679d89c36683224b,REVIEWED_CONFIRMED,"[""cap.draw"",""cap.flashback"",""cap.life_additional_cost""]"
grave_danger:line-33,Grave Danger,ac6c5852-71c7-4f19-8c87-ccb345052862,967caf4b138c9f68e1a7abb464ad4cfa3cb9dd20042b866b159af126ba362230,REVIEWED_CORRECTED,"[""cap.draw"",""cap.tribal"",""cap.choose_creature_type""]"
grave_danger:line-34,Grave Danger,324a30cc-bddd-463c-9f28-c94c93a26780,f3add33cc810b8e0246ee7017f882e785e582cc8dcc19d5b1f7ac56802f0360c,REVIEWED_CORRECTED,"[""cap.amass"",""cap.tribal"",""cap.trigger"",""cap.counters"",""cap.flying_grant"",""cap.token_creation"",""cap.mass_token_creation""]"
grave_danger:line-35,Grave Danger,ba0082fb-2d4c-489e-8140-93a6fa693fd0,fe88342a60df4a800d0921cc528b629345c0df3eb8431d0968602efee73afa32,REVIEWED_CORRECTED,"[""cap.amass"",""cap.tribal"",""cap.counters"",""cap.token_creation"",""cap.token_or_counters"",""cap.mass_token_creation""]"
grave_danger:line-36,Grave Danger,973fd4d4-9255-4825-85b7-503606c4e932,1be7c61d1b75f04a8cd44761a21760f1d600737e32830c23f1ea804b9924294e,REVIEWED_CONFIRMED,"[""cap.surveil"",""cap.counterspell"",""cap.library_graveyard_information""]"
grave_danger:line-37,Grave Danger,836d074a-8888-42a0-8dce-11ffce00d2f5,7f8edb03fd3c26f9eabf1917baa0303d323a7138196163e79abfd0282a45128b,REVIEWED_CONFIRMED,"[""cap.multi_target"",""cap.graveyard_return"",""cap.target_restriction""]"
grave_danger:line-38,Grave Danger,6cbd36d9-de47-41b0-9ef4-a72ca01adccd,c3a6cb6df668c5937fe8fd91221b795bbdd42450b3790909462de03b187155ba,REVIEWED_CORRECTED,"[""cap.aura"",""cap.tribal"",""cap.trigger"",""cap.token_creation"",""cap.mass_token_creation""]"
grave_danger:line-39,Grave Danger,5825997b-10d7-4a36-972c-a80ddd90b8ed,1e019cae1fae2dd2c0e6f12118d7ccfe8f4695583ef2eb623e243bdca9e54ee0,REVIEWED_CORRECTED,"[""cap.life"",""cap.target"",""cap.destroy""]"
grave_danger:line-40,Grave Danger,4b1bf05e-753e-4350-a913-894cf3cecc0c,cf099acb075015d206f50880a38d53b370b9bf01eb715c5bf569462c043ca4d4,REVIEWED_CORRECTED,"[""cap.trigger"",""cap.mass_sacrifice""]"
grave_danger:line-41,Grave Danger,38f3b157-0df4-409b-89cc-086e1531cd5b,44e48543f9ad0fe4b26123eaa634b26ea90be38885e954e61d76735a173bf5bf,REVIEWED_CORRECTED,"[""cap.life"",""cap.trigger"",""cap.life_drain"",""cap.choice_number_x""]"
grave_danger:line-42,Grave Danger,85643f9b-49ea-434b-9f27-c1431064345e,0fec0cdf5fe150af4ce272c44c671ef42786ab705b555d2ca3ff38bbead78bd4,REVIEWED_CORRECTED,"[""cap.amass"",""cap.tribal"",""cap.trigger"",""cap.counters"",""cap.token_creation"",""cap.token_or_counters"",""cap.mass_token_creation""]"
grave_danger:line-43,Grave Danger,b3b8c7d0-46b9-4519-808a-154e503a58b6,1638134b58a1eae3cfd91f4f818ab5a2e487b87af56dfe589d908912668b7158,REVIEWED_CORRECTED,"[""cap.tribal"",""cap.trigger"",""cap.token_creation"",""cap.end_step_trigger"",""cap.mass_token_creation""]"
grave_danger:line-44,Grave Danger,3f372107-6c52-4f1f-8bf0-7b3fa21b2cae,2bfb77a62827b8719bbd084431eeba2805dc74d1a52f0a2d8e54f0db6e2e6a43,REVIEWED_CORRECTED,"[""cap.tribal""]"
grave_danger:line-45,Grave Danger,5e0bd136-e7e9-49f0-910b-a9fb0b9c481a,8a5f42549bfedbed220c9f4444e8b5841abd49f069e6e357fd0503a94324e38e,REVIEWED_CORRECTED,"[""cap.damage"",""cap.target"",""cap.trigger"",""cap.graveyard""]"
grave_danger:line-46,Grave Danger,76f405a1-242a-47e6-9aa6-261e49a85b45,bb9fe8b77e77bd84034a7aff798b18d5beb63ddea75f4069e82f527ce009833b,REVIEWED_CORRECTED,"[""cap.life"",""cap.trigger""]"
grave_danger:line-47,Grave Danger,4fe6f784-0290-4d4a-85ae-0b66522d31e9,eb9266b163dc2ad6b77d5f027b2e73e06332c7019152fba66efe400fda151231,REVIEWED_CORRECTED,"[""cap.life"",""cap.mill"",""cap.trigger"",""cap.graveyard"",""cap.deathtouch""]"
grave_danger:line-48,Grave Danger,938b4e2c-88d9-4637-bc00-e228920c9a78,8a947faf6e917ba70cac52bcd31b4421b4c3dfeaaa8791a0ef739d35e6a99fc3,REVIEWED_CORRECTED,"[""cap.target"",""cap.destroy""]"
grave_danger:line-49,Grave Danger,894176e3-af9c-41ef-9f35-59dfdda3c17f,362573cbb7a70f99013548918829d0e5db1301bda24f68d442ecd00f530fc1f1,REVIEWED_CORRECTED,"[""cap.draw"",""cap.life""]"
